text34131;"""Sometimes, a dream is just a dream."""
text34132;"""In this case however, it was a diseased retrospective on recent events."""
text34133;"""I was chasing Catherine, while she was running away yet constantly turning around, smiling, waving at me and shouting something."""
text34134;"""Her words were carried away by the wind, and only her eyes shone and lips moved in silent labor."""
text34135;"""Niko-kun!"""
text34136;"""I started to hear behind me."""
text34137;"""Niko-kun!"""
text34138;"""The voice was becoming ever clearer."""
text34139;"""Himitsu was chasing me."""
text34140;"""She didn't look angry, but rather sad and weary."""
text34141;"""Where was I running to? <w>After or from who?"""
text34142;"""In a dream, you move easily, effortlessly, as if floating, immediately gaining unprecedented speed without getting strained or tired."""
text34143;"""As if standing on an escalator as it rushes ahead."""
text34144;"""It takes you up or brings you down, depending on the point of view."""
text34145;"""…"""
text34146;"""I opened my eyes and immediately realized it was early in the morning."""
text34147;"""This happens sometimes: you don't need to glance at the clock or look outside — your own body gives a signal that it has yet to fully recover."""
text34148;"""The heavy head, the puffy eyes, the dry horrors — I knew these symptoms all too well."""
text34149;"""Except I hadn't been drinking yesterday!"""
text34150;"""I got the feeling that sleeping the rest of the time I had left wasn't the best idea."""
text34151;"""The Catherine from the dream seemed to have stopped, and I finally managed to hear what she was shouting."""
text34152;"""\""We shouldn't have met at all!\"""""
text34153;"""… have met at all!"""
text34154;"""… have met …"""
text34155;"""I rolled to the other side."""
text34156;"""The KGB, the Japanese, the Project, Kobayashi Corporation, even my parents' death — if all that hadn't happened, Catherine would've still remained in my life."""
text34157;"""Moreover, she would've remained even had she not returned to Japan!"""
text34158;"""If not in my life, then in my heart!"""
text34159;"""If not in my heart, then in the neurons of my brain and internal glands."""
text34160;"""The mechanisms of romantic love might be of interest to an outside observer, a scientist looking at the problem as a matter of human physiology."""
text34161;"""But a man sick with smallpox would be more interested in how he had managed to catch it so late into the 20th century than its pathomechanisms."""
text34162;"""…"""
text34163;"""A cup of hot tea woke me up."""
text34164;"""I seemed to recall that this pack hadn't been here before."""
text34165;"""Could Himitsu have brought it?"""
text34166;"""Himitsu…"""
text34167;"""She was about to come to wake me up."""
text34168;"""How surprised she'd be to see…"""
text34169;"""Except I didn't want her to see me at all."""
text34170;"""Not today, not right now."""
text34171;"""Perhaps yesterday had gone a bit better than I could've expected."""
text34172;"""Perhaps I had reason to hope that my life would get better, at least in some respects."""
text34173;"""But now I'd woken up, and it started all over again!"""
text34174;"""She can't see me like this."""
text34175;"""I was absolutely positive she would realize everything right away."""
text34176;"""I felt naked, with my feelings exposed, defenceless before the outside world."""
text34177;"""And so I ran…"""
text34178;"""I left the house and simply walked wherever my feet would take me."""
text34179;"""My pace wasn't particularly fast but not slow either — I watched the road and the traffic lights, even avoided running into people."""
text34180;"""But it was all done on autopilot — my mind was elsewhere."""
text34181;"""Maybe in the dream where I was chasing Catherine."""
text34182;"""Chasing with full understanding that I would never catch her."""
text34183;"""Life can be a strange thing…"""
text34184;"""Katya lived just a couple kilometres away from here — I could just go and ring her doorbell."""
text34185;"""Even if it was still too early and she was asleep!"""
text34186;"""I could scale the fire escape and climb into her window!"""
text34187;"""And then I could tell her everything I wanted to say."""
text34188;"""With beautiful words, elegant phrases, genuinely, and passionately!"""
text34189;"""And she would listen to me and understand."""
text34190;"""Understand… <w>And forgive me…"""
text34191;"""What the hell! Why should I feel guilty about her?!"""
text34192;"""I whispered quietly."""
text34193;"""Or so I thought."""
text34194;"""You'll be fine before the wedding!"""
text34195;"""Came a snide comment from some old lady as she deftly slipped under my arm."""
text34196;"""I stumbled away, startled, and picked up my pace."""
text34197;"""…"""
text34198;"""Soon I found myself in the park."""
text34199;"""It had been a while since last came here!"""
text34200;"""I used to go here with Katya."""
text34201;"""She used to say this was the only place in the city where we could be alone."""
text34202;"""Or maybe she didn't and I just assumed that's what she thought."""
text34203;"""Catherine never liked to publicly show her feelings, and sometimes it even seemed like she was embarrassed that someone would see us together."""
text34204;"""The park itself was more or less a classical Japanese garden."""
text34205;"""I always thought that in a way nature was the same everywhere."""
text34206;"""Sure, Earth had different climates, some trees would grow on one continent but completely refuse to take root on another."""
text34207;"""But in general, it was the same vegetation, the same soil, the same murmuring streams."""
text34208;"""Maybe that was because we rarely perceive nature as something discrete."""
text34209;"""We may often think about the age of a particular tree, but no one counts the blades of grass in a meadow or the grains of sand at a beach."""
text34210;"""Neither is a plucked flower perceived by us as the end of a separate biological entity. It's just a <i>process</i> — it will wither, rot, and turn into something new."""
text34211;"""I walked into our favorite gazebo and sat down on a bench."""
text34212;"""Rare yellowish leaves floated back in forth on the small lake."""
text34213;"""Here — in a forest, you could say — the arrival of autumn wasn't as apparent, even though the temperature was a couple of degrees lower than in the city."""
text34214;"""I probably still wasn't used to summer-like warmth in the middle of September."""
text34215;"""What was the weather <i>then</i>, I wondered."""
text34216;"""It had been two years…"""
text34217;"""Two years, is that a lot for plants? <w>What about century-old oaks? <w>What about me?"""
text34218;"""I sank into my memories."""
text34219;"""My first summer in high school had ended."""
text34220;"""To be honest, I no longer remember what I felt, thought, strived for at the time."""
text34221;"""Only that I was simpler, more naïve."""
text34222;"""It was a normal school day."""
text34223;"""Fundamentally, our high school differed from its middle counterpart only in name and was located on the same grounds."""
text34224;"""I knew many of the students — <note=note123>we had been in the same class before</note>."""
text34225;"""Besides, my good, chubby friend Kyosuke was sitting next to me!"""
text34226;"""Don't you think it's weird we've ended up in the same class however many times now?"""
text34227;"""Are you implying that it's not a coincidence?"""
text34228;"""He made one of those grins that practically screamed \""come on, ask me what I mean!\"""""
text34229;"""I'm just stating a fact."""
text34230;"""Because if I thought you arranged it somehow, I'd start to feel weird. Scared, even!"""
text34231;"""Why me exactly?"""
text34232;"""Who else could it be?"""
text34233;"""He huffily mumbled something in response."""
text34234;"""I think we've got a nice class here!"""
