text9566;"""I dreamt I was in a game where I had to develop my character."""
text9567;"""I was leveling up, investing experience points into agility and strength, receiving new skills."""
text9568;"""I wish it worked like that in real life — once you reach a new level, old enemies are no threat to you anymore."""
text9569;"""On the other hand, that also means there are stronger monsters ahead."""
text9570;"""I was dragged out of that wonderful RPG world by the doorbell."""
text9571;"""I got up, but didn't hurry to open the door."""
text9572;"""Who could it be? <w>Maybe they just got the wrong door?"""
text9573;"""I wasn't expecting anyone and doubted someone would come to my place by accident."""
text9574;"""But whoever it was, they kept ringing and clearly had no intention of leaving."""
text9575;"""Then again, no one I should've been afraid of would be ringing the bell in broad daylight."""
text9576;"""Coming!"""
text9577;"""I shouted, quickly dressed up and dragged myself to the door."""
text9578;"""Niko-kun…"""
text9579;"""Himitsu was standing on the porch, dressed in her school uniform."""
text9580;"""She wore a strange facial expression — like she'd just learned she won a billion yen in the lottery and then someone told her the tax is so high she actually needed to pay more than she had won."""
text9581;"""Niko-kun, why did you lock the door?"""
text9582;"""I wasn't expecting you."""
text9583;"""My words sounded cold, even though I didn't mean them to."""
text9584;"""I cast a glance at the clock — it was nine and change."""
text9585;"""Why aren't you at school?"""
text9586;"""Niko-kun, you aren't a teacher and can't reprimand me!"""
text9587;"""I see."""
text9588;"""Are you… alone?"""
text9589;"""Of course, who else could…"""
text9590;"""I started automatically."""
text9591;"""Ah, yeah…"""
text9592;"""She lowered her head, trying to conceal her embarrassment."""
text9593;"""Do you want to come in?"""
text9594;"""She just nodded slightly in response."""
text9595;"""Yesterday I spent a lot of time thinking that Himitsu, maybe, wasn't all that guilty."""
text9596;"""Even if everything was true, wouldn't it make sense for me to try and have an honest conversation with her now?"""
text9597;"""She was really bad at lying, after all… <w>She couldn't have been pretending all those years, could she?"""
text9598;"""And then there was also the situation with Catherine and <i>what</i> Himitsu saw."""
text9599;"""A shitty situation however you look at it, shitty even without all the spying stuff."""
text9600;"""You haven't had breakfast yet!"""
text9601;"""Himitsu was about to get to work but immediately caught herself, and it was as if something dropped in her chest, her eyes losing all expression."""
text9602;"""Never mind though…"""
text9603;"""Of course, let's eat — breakfast is the most important meal, after all…"""
text9604;"""I came to my senses."""
text9605;"""We were so used to behaving this exact way, that as soon as something went totally <i>wrong<i/>, we couldn't just immediately change our habits."""
text9606;"""Slips of tongue and omissions…"""
text9607;"""If there's one thing I hated in the world, it's hypocrisy!"""
text9608;"""I'm really sorry it happened like this… things should've been different…"""
text9609;"""Niko-kun, you don't need to apologize. I just thought that… after everything that… that you…"""
text9610;"""Himitsu could barely manage to talk, it seemed she was about to burst into tears at any moment."""
text9611;"""I took a step towards her on autopilot, but immediately froze, unable to decide on anything to do."""
text9612;"""…you told me…"""
text9613;"""But she had told me a lot too!"""
text9614;"""And what did that all amount to in reality?"""
text9615;"""My daughter is handling the mission well."""
text9616;"""I started to cook breakfast, trying not to look her in the eyes."""
text9617;"""I don't really have much… got some eggs left — want me to fry them?"""
text9618;"""Himitsu didn't respond and sank heavily onto a chair."""
text9619;"""Let's count that as a yes."""
text9620;"""The eggs were sizzling merrily in the pan, ignoring the tension in the air."""
text9621;"""I was constantly mixing the eggs and ended up with airy yellow lumps instead of the usual sunny-side-ups."""
text9622;"""That's the sort of scrambled eggs they have in American films, if I wasn't mistaken."""
text9623;"""It wasn't the best choice… <w>Not that I had anything to choose from!"""
text9624;"""Sorry if it's not very good..."""
text9625;"""I put the plate in front of Himitsu and sat opposite her."""
text9626;"""She picked at a piece of it with her chopsticks and said:"""
text9627;"""The shape isn't great…"""
text9628;"""Well, sorry I didn't leave the room to draw a heart with sauce."""
text9629;"""I wasn't going to."""
text9630;"""This had gone too far!"""
text9631;"""Look… I know how this looks from your perspective, but I'm tired of thinking it's all my fault!"""
text9632;"""I love Catherine, and whatever happened between us… I don't need to justify that to you!"""
text9633;"""That's not what you told me just a week ago."""
text9634;"""Himitsu said, looking at me from under her brows."""
