text34937;"""People say you should love yourself…"""
text34938;"""I guess it's not that simple or obvious to everyone."""
text34939;"""But I'm confident everyone can hate themselves!"""
text34940;"""The only requirement is to drink a life-threatening amount of something combustible!"""
text34941;"""I woke up and lay in bed for some time, staring at the ceiling, struggling to understand who and where I was."""
text34942;"""I couldn't even recall how I got home yesterday…"""
text34943;"""Or, to be more precise, this morning!"""
text34944;"""My last memory was of that conversation with Ed."""
text34945;"""That seemed to be after midnight?"""
text34946;"""What time was it when I woke up?"""
text34947;"""The hour hand pointed straight at the Roman numeral \""I\""."""
text34948;"""So I'd slept for almost twelve hours?"""
text34949;"""Then why did I feel like shit?"""
text34950;"""Although it was equally possible I'd gotten home way later than I thought."""
text34951;"""A headache and nausea wouldn't let me stay in bed, but as soon as I stood up the whole world shifted under my feet, forcing me to lie down again."""
text34952;"""I grazed my leg against a table, knocking a piece of paper off of it."""
text34953;"""\""Niko-kun! You can't drink like this! I found you in the hallway this morning and just barely dragged you to your bed! I'll drop by after school. I'm sure you won't be able to go anywhere, but even if you intend to, don't even think about it!\"""""
text34954;"""It was written in Russian in Himitsu's beautiful, neat handwriting."""
text34955;"""For once I completely agreed with her. Moreover, I was going to insist on reinstituting Prohibition!"""
text34956;"""Half an hour in the bathroom somewhat brought me to my senses."""
text34957;"""Not really though!"""
text34958;"""I'd barely regained the ability to move more or less steadily, without every motion causing my head to ache."""
text34959;"""There were <note=note127>tsukemono</note> on the table — no pickle juice, sure, but anything I wouldn't immediately vomit back out was good for me, and I managed to eat them without much difficulty."""
text34960;"""I felt somewhat better after restoring the balance of electrolytes in my body, even if not for long."""
text34961;"""Well, now being sober, I realized that yesterday I had been drinking way more than that Ed guy."""
text34962;"""While he was nursing a single beer, I would finish a couple glasses of whiskey, maybe a few shots of tequila on top of that."""
text34963;"""I was accelerating as if late for my train to Hell…"""
text34964;"""Ed… What an interesting guy!"""
text34965;"""His words made me think about a number of things, but their true meaning was only coming through now."""
text34966;"""Of course, he didn't really say anything new — just described my condtion in brief, with a few accurate and hard-hitting statements."""
text34967;"""However, even that can be enough sometimes: the facts themselves don't change, but their interpretation does."""
text34968;"""Objective and subjective levels of existence, the struggle between perception and <i>reality</i>."""
text34969;"""The loud ring of the doorbell pierced my brain like lightning, my headache returning at once."""
text34970;"""Who the Hell's there?!"""
text34971;"""I said quite loudly and opened the door."""
text34972;"""Catherine was standing at the doorstep."""
text34973;"""What a surprise!"""
text34974;"""I <i>was</i> genuinely surprised."""
text34975;"""Is this a bad time?"""
text34976;"""As you can see, it is."""
text34977;"""While in the bathroom I had looked at myself in the mirror and harbored no doubt that my condition was self-evident."""
text34978;"""Not that Catherine was surprised in the first place."""
text34979;"""Looking at her, I recalled Ed's words about dependency."""
text34980;"""After all, the girl standing before me wasn't the same as two years ago, and she definitely wasn't the image from my dreams!"""
text34981;"""Frankly speaking, I wasn't completely sure whether I loved <i>this</i> Catheine. <w>At least, whether I loved her as strongly as before."""
text34982;"""Didn't bring any gifts?"""
text34983;"""I grinned, letting her pass to the kitchen."""
text34984;"""I wouldn't refuse a can of beer!"""
text34985;"""I have something important to discuss."""
text34986;"""She ignored my words and sat down with her legs crossed."""
text34987;"""I'm listening."""
text34988;"""She wouldn't have come to my place without a reason anyway, it was clear we were going to talk about something of critical importance."""
text34989;"""I've talked to my mom about everything. About that phone call, you, and your parents."""
text34990;"""She didn't want to explain anything for a while, but I insisted! To cut a long story short, you don't need to worry about anything anymore."""
text34991;"""Could you not cut the long story? As is, this doesn't sound very convincing to be honest."""
text34992;"""She used to be indirectly related to your parents' work. You know they worked on an important project, right?"""
text34993;"""I nodded."""
text34994;"""Even though I hadn't known about it until a couple of days ago."""
text34995;"""It turned out that things weren't going smoothly, and…"""
text34996;"""Catherine went silent, frowned, and looked away."""
text34997;"""Nick, I know it may come as a shock to you, but they were suspected of being Russian spies."""
text34998;"""What?"""
text34999;"""My lips stretched into an idiotic smile."""
text35000;"""Even if that were the case… Was that a reason to kill them?"""
text35001;"""Now it was Catherine's turn to be surprised:"""
text35002;"""Kill? No! It was an accident! It's just that some questions related to their work have been raised recently…"""
text35003;"""Mom told me all about it!"""
text35004;"""And you believed her, naturally?"""
text35005;"""I sighed."""
text35006;"""Now I definitely needed some beer."""
text35007;"""Why shouldn't I believe her?"""
text35008;"""Indeed, if I took only the facts into account, her mother's story matched up pretty well with Ichinose's."""
text35009;"""Except that they had different narratives."""
text35010;"""He was blaming the Corporation for everything that had happened, while Catherine's mother was trying to cover this <i>accident</i> up by making culprits out of Soviet engineers."""
text35011;"""You don't believe me."""
text35012;"""She said as a statement, not a question."""
text35013;"""I do. Or, to be more precise, I believe that you believe it. But I have no reason to believe your mother, because…"""
text35014;"""Was I supposed to tell her about my conversation with Ichinose?"""
text35015;"""There was little chance it would put her at risk, but still I didn't want to take the chance."""
text35016;"""Think for yourself, what would you do in my place?"""
text35017;"""I… I don't know. But I'm sure my mom could never do anything like that!"""
text35018;"""Like what?"""
text35019;"""Strictly speaking, I never accused her mother of being personally involved in my parents' death."""
text35020;"""Was she involved indirectly? <w>That was possible."""
text35021;"""Was she involved in the Project? <w>No doubt!"""
text35022;"""But it was obvious that she hadn't been the one to issue the order."""
text35023;"""Anyway, I'm grateful that you came and told me everything."""
text35024;"""How couldn't I?"""
text35025;"""Catherine asked, surprised."""
text35026;"""Oh, I'm sure you know enough ways <i>how</i> couldn't!"""
text35027;"""Do you still take me for the Devil incarnate?"""
text35028;"""I didn't know if it was the hangover or if some veil of Katya's divinity had been lifted from my perception, but I felt much more comfortable around her."""
text35029;"""Most likely because she was just behaving normally, trying to maintain some minimal level of courtesy."""
text35030;"""I just don't have any reason to trust your mother. But I understand you and don't blame you."""
text35031;"""Of course you don't!"""
text35032;"""Or not…"""
text35033;"""I agree that the situation is complicated, but if you think about it, my mother didn't say anything… objectionable! Of course, if you want to pick apart the wording…"""
text35034;"""Yeah, I'm used to not doing that with you."""
text35035;"""I jabbed, but Catherine seemed to pay no attention to it."""
text35036;"""\""What do his parents have to do with all this, they're long dead\"". \""Why should <i>we</i> do this?\"". \""If you're so interested in him, handle it by yourselves\""."""
text35037;"""You call that \""nothing objectionable\""? I <i>am</i> remembering her words correctly, right?"""
text35038;"""They were connected through work somehow, I've already told you!"""
text35039;"""On the other hand, if I disregarded how I was personally involved here, there was some logic to it."""
text35040;"""I could easily imagine a situation where Mrs Winters had nothing to do with all this."""
text35041;"""But I absolutely did not want to believe that — and with good reason!"""
text35042;"""Fine, I got you."""
text35043;"""I said dryly."""
text35044;"""Whatever the case, arguing with Catherine wouldn't be of any help to either of us."""
text35045;"""I'm glad."""
text35046;"""Not that she looked particularly satisfied."""
text35047;"""For a moment I even had a thought that Katya was displeased by the fact that I was speaking to her so coldly with no mention of love 'til death do us part."""
text35048;"""Anything else?"""
text35049;"""No, that's all."""
text35050;"""She stood up, smoothed out her skirt, cast an appraising glance over the kitchen and bid me farewell:"""
text35051;"""Enjoy your hangover."""
text35052;"""After seeing her out, I felt proud of how much resilience I'd shown."""
text35053;"""Thank you, Ed!"""
text35054;"""Still, it took me some time to fully digest our conversation."""
text35055;"""The clock read four, but Himitsu still hadn't come."""
text35056;"""Logically, she should've rushed to my place right after school."""
text35057;"""I guess I even wanted that."""
text35058;"""That marathon yesterday managed to fulfill its objective — it blunted my sense of guilt, and I could look her in the eye with relative ease."""
text35059;"""Why not take the initiative then?"""
text35060;"""A minute later, I was enthusiastically ringing the doorbell of Himitsu's house."""
text35061;"""However, her father answered the door instead of her."""
text35062;"""Nikolai? Good afternoon."""
text35063;"""Good afternoon, Ryunosuke-san. Is Himitsu home?"""
text35064;"""She went out to do some shopping."""
text35065;"""Oh, then I'll drop by later."""
text35066;"""It's fine, come in. You can wait here, she'll be back soon."""
text35067;"""Sorry to bother you."""
text35068;"""I used the standard Japanese form of politeness."""
text35069;"""Perhaps that wasn't my habit, but Ryunosuke-san commanded respect by appearance alone."""
text35070;"""A tall (especially for a Japanese!), always serious and even somehow overly collected man, he didn't waste time on idle gossip, and I couldn't recall ever seeing him smile."""
text35071;"""..."""
text35072;"""How are you doing, Nikolai?"""
text35073;"""Himitsu's father asked in the same tone."""
text35074;"""I wondered if he noticed my obviously poor condition."""
text35075;"""I really hoped he didn't."""
text35076;"""I'm doing alright. And you?"""
text35077;"""He looked at me closely. <w>Was it an inappropriate question?"""
text35078;"""I'm fine."""
text35079;"""I heard your mutual friend has returned to Japan? Catherine, right?"""
text35080;"""Yes… yes…"""
text35081;"""Himitsu definitely shouldn't have told that to her father. <w>Who needed that?"""
text35082;"""I see."""
text35083;"""The awkward pause dragged on."""
text35084;"""Ryunosuke-san was just sitting on the sofa and keeping his eyes fixed on me, which was frankly making me feel uncomfortable."""
text35085;"""Finally, the front door opened, and I could hear steps coming from the hall."""
text35086;"""I'm home."""
text35087;"""Himitsu appeared in the living room with bags in her hands."""
text35088;"""Niko-kun!"""
text35089;"""She exclaimed, but, having noticed her father, caught herself."""
text35090;"""So glad you came. Wait, I won't be long."""
text35091;"""She rushed to the kitchen to unload the bags."""
text35092;"""I won't bother you."""
text35093;"""Ryunosuke-san bid his farewell."""
text35094;"""I nodded, trying not to be too courteous this time."""
text35095;"""When the door closed behind him, Himitsu virtually assaulted me:."""
text35096;"""Niko-kun! Would you deign to explain what that was yesterday?"""
text35097;"""That's what I'm here for!"""
text35098;"""I relaxed into the armchair and smiled."""
text35099;"""She clearly hadn't expected this kind of reply."""
text35100;"""Well that's good, of course, but…"""
text35101;"""I just couldn't handle the stress. I needed to relax."""
text35102;"""So you think drinking yourself into oblivion is a good way to relax?"""
text35103;"""Whatever works."""
text35104;"""Try not to relax so much you won't be able to tense up again!"""
text35105;"""She said in a grim voice and returned to the kitchen."""
text35106;"""We are going to have dinner soon."""
text35107;"""I didn't want to (and couldn't) eat at all, but there was no option to refuse the invitation either."""
text35108;"""…"""
text35109;"""When were you at school last time? Do you even remember?"""
text35110;"""Well… On Tuesday?"""
