text19441;"""A week had passed since the ball at the Kobayashi estate."""
text19442;"""My relationship with Ellie was developing rapidly, a little too rapidly as it sometimes seemed."""
text19443;"""Of course, Irina didn't just disappear and I still had to explain myself to her, but somehow, Kobayashi Jun had kept his word — the young KGB agent didn't look nearly so confident."""
text19444;"""I learned a lot of new things about myself from her, including that <i>the way home was forever closed</i> to me."""
text19445;"""Not that I was particularly upset by that."""
text19446;"""It was very clear Irina had been completely unprepared for this turn of events."""
text19447;"""Apparently in her harmonious model of the world, people were meant to act on their programming, like robots."""
text19448;"""And I hadn't just refused to work with her, I'd gone to their biggest enemy for protection."""
text19449;"""Disdain, and more importantly, confusion were written openly on her face."""
text19450;"""Irina never threatened to take any revenge, at least openly, but did make several angry remarks along the lines of me having to forever look over my shoulder from now on."""
text19451;"""The next surprise was Kagome's release from jail."""
text19452;"""Same as before, without warning, Kiyama-sensei gathered the entire school in the yard and announced that the police had found new leads and that Kagome was innocent."""
text19453;"""Just like that, casually and routinely!"""
text19454;"""Today we're accusing you of murdering eight people, and you're probably going to be executed for it. Tomorrow we're very sorry and are letting you go — it was just a mistake, could happen to anyone!"""
text19455;"""Of course I understood that both the accusation and acquittal had been at the hands of someone with power."""
text19456;"""Irina had bragged that it was her work."""
text19457;"""But the KGB probably didn't have anything to do with Kagome's release."""
text19458;"""Who else was able to control the police?"""
text19459;"""I could only think of Kobayashi Jun, but even if it was him, I had no idea what motive he could have for protecting a simple schoolgirl."""
text19460;"""Was it about her father?"""
text19461;"""But the Corporation kidnapped him to begin with…"""
text19462;"""The number of questions grew by the day, and meanwhile Ellie seemed to be rising ever above above the mundane world."""
text19463;"""Since we were spending as much time as possible together, our relationship couldn't just stay platonic."""
text19464;"""I couldn't understand how her grandfather allowed his granddaughter to behave like that, behave strangely not only by Japanese standards."""
text19465;"""And it wasn't just the risk of an unwanted pregnancy…"""
text19466;"""The prefrontal cortex of a human's brain, the part responsible for rational thinking and self-control, only forms fully by the age of twenty."""
text19467;"""Until then, a person is considered underage in many countries, not fully responsible for their actions."""
text19468;"""Of course, with a personality like mine, I risked remaining partially disabled for my entire life, but most people do tend to mature with age."""
text19469;"""No, I didn't mind Ellie staying at my place every other day, but having her security parked the next street over quickly started to attract unnecessary attention from my neighbors."""
text19470;"""Ellie didn't even seem to notice little issues like that, nor that her behavior was a bit frivolous, to put it mildly."""
text19471;"""She was shining with happiness and love, and, in the shadow that a light this bright inevitably creates, common sense was dying in agony."""
text19472;"""There was no point hiding our relationship, nor was it possible with Ellie behaving like this."""
text19473;"""I had to endure several long interrogations from Kyosuke as well as a conversation with Saya-chan about Himitsu's disappearance."""
text19474;"""The latter was particularly difficult for me."""
text19475;"""I expected shouting, shaming, and insults, but Saya did better — she conveyed all her dislike for me without the need to put it in words."""
text19476;"""After that, I spent the rest of the day feeling and looking absolutely dejected, which upset Ellie."""
text19477;"""Band practice continued, nobody in Z FEEL-Z being surprised the two of us were dating."""
text19478;"""While I had to give credit to their acumen, I still couldn't quite get rid of the feeling that there was something going on in the band I didn't know about."""
text19479;"""As if they weren't mentioning something, something they weren't really hiding but wouldn't talk about unless prompted."""
text19480;"""But I still couldn't figure out what that was."""
text19481;"""Catherine stopped going to school, but we were never officially told that she'd transferred."""
text19482;"""I tried to find even a bit of grief in my heart, scratch the old wound raw, but that part of my life seemed to have been quarantined off."""
text19483;"""They say unprocessed memories of trauma might surface again even years later."""
text19484;"""So maybe I didn't really let it go or forget, and instead had bottled everything up so deep inside myself I'd stopped feeling it."""
text19485;"""Time would show, and I had plenty of it! <w>Or so I wanted to believe…"""
text19486;"""As for my feelings for Ellie, I definitely felt attraction, sympathy, respect, and affection for her."""
text19487;"""But the word <i>\""love\""</i> never came up in my internal dialogue."""
text19488;"""I compared this relationship with my relationship with Catherine. <w>Even with my friendship with Himitsu..."""
text19489;"""I noticed plenty of differences, yet almost nothing in common."""
text19490;"""Everything was different with Ellie."""
text19491;"""I could have spent an eternity listing the ways we were different, but that didn't change how I perceived the relationship."""
text19492;"""Limes and lemon are different in color, shape, even taste to an extent, but if you ever decide to wipe your eyes with them, there won't be much difference."""
text19493;"""Similarly, I used to think all relationships evoked more or less the same emotions."""
text19494;"""The reality was much more complicated than that."""
text19495;"""As for Ellie, she obviously didn't seem to have any problems — partially, maybe, because the relationship was her first."""
text19496;"""It showed in everything she did — her incredible passion and how she lost track of time, her words and gestures, and how once I caught myself thinking she had even changed the way she talked."""
text19497;"""Sure, I didn't lag behind in the bedroom, but once we were back vertical, every so often I would start to doubt myself."""
text19498;"""Besides, I constantly felt guilty about using Ellie to get in Kobayashi Jun's good graces, using her to guarantee my own safety."""
text19499;"""And so I was constantly mentally going over every positive thing about our relationship aside from her grandfather's protection, while stubbornly ignoring any negatives."""
text19500;"""It was simpler that way, but I couldn't shake the fear of one bad apple spoiling the entire barrel."""
text19501;"""Monday."""
text19502;"""Ellie woke me up early so we wouldn't be late for school, but by my standards, she'd overdone it by an hour."""
text19503;"""Which meant there was still enough time to make breakfast, even if I hadn't had enough sleep."""
text19504;"""I like watching you cook."""
text19505;"""Ellie was sitting, wrapped in my shirt, with her feet on the chair."""
text19506;"""There are three things you can watch forever: fire burning, water falling, and other people working."""
text19507;"""She didn't respond and kept watching my every movement with the same dreamy expression."""
text19508;"""I can't really cook — you'll see. I'm nothing like…"""
text19509;"""I remembered Himitsu but there was no point in talking about her — and not only because I was worried Ellie would get jealous."""
text19510;"""… the cooks on TV."""
text19511;"""Speaking of which, I really did like cooking shows, even if I never tried to make anything I saw in there."""
text19512;"""I didn't even know why I was so attracted by them."""
text19513;"""I'm sure you'll do great."""
text19514;"""How's your grandfather?"""
text19515;"""I asked casually."""
text19516;"""Same as usual."""
text19517;"""Usual?"""
text19518;"""Nick, is there something you want to say? Then say it."""
text19519;"""<i>Something</i> I want to say…"""
text19520;"""Was this the time to be straight with her?"""
text19521;"""I'm worried about you. Your friends died just recently, you haven't even had time to mourn them..."""
text19522;"""Indeed, from outside, you might think Ellie wasn't even that worried in the first place."""
text19523;"""But once I got to know her better, I realized that wasn't the case."""
text19524;"""She just tried to seem strong in any situation, and couldn't quite understand when she had to keep her emotions to herself and when she could let them out."""
text19525;"""I feel sorry about Miku and Marie…"""
text19526;"""She said after a small pause."""
text19527;"""But I didn't know the others that well."""
text19528;"""And still."""
text19529;"""Of course, you're right."""
text19530;"""She lowered her head and sighed."""
text19531;"""Do you think I'm an emotionless bitch?"""
text19532;"""If I did, you'd taste arsenic in your coffee."""
text19533;"""Ellie smiled mostly out of politeness."""
text19534;"""And indeed, I now had a can of coffee in my drawer."""
text19535;"""As well as a new comb in my bathroom and groceries in my fridge."""
