text36452;"""My parents and I were returning from a countryside trip."""
text36453;"""We wanted to see the Japanese outdoors, observe the sakura blossoms."""
text36454;"""My father talked non-stop, but I wasn't listening to him — all my thoughts were centered around Catherine."""
text36455;"""We hadn't seen each other much over the break — I wondered if she missed me."""
text36456;"""I sure did!"""
text36457;"""Mostly, I think, because I could stay at her place till late, as Mrs Winters would usually come home long after midnight."""
text36458;"""So we could sit, lie, and stand…"""
text36459;"""In the bedroom, guest room, bathroom, or even the hallway with walls thin enough to hear the neighbors walk by."""
text36460;"""\""Are you listening to me?!\"" — my father shouted."""
text36461;"""But I had other things on my mind."""
text36462;"""And then…"""
text36463;"""Then I woke up in a hospital."""
text36464;"""Bruises, abrasions and a broken arm — things could be way worse."""
text36465;"""Maybe if I had been listening to him…"""
text36466;"""…"""
text36467;"""People always say \""it's better to sleep on it\""… <w>Bullshit!"""
text36468;"""Especially if you couldn't actually sleep the whole night."""
text36469;"""In this case, trying to sleep on it didn't help at all — I could barely think straight."""
text36470;"""In the past eight hours I'd imagined virtually everything: being interrogated in the confines of the KGB, being exposed to ancient Japanese torture by people from the Corporation, <i>just</i> being executed by a single shot to the head."""
text36471;"""It was all wrong…"""
text36472;"""A human being can't feel fear constantly — at some point, the mind's defense mechanisms kick in, and you simply stop caring about anything that might happen to you."""
text36473;"""And unexpectedly, I realized that I was worried about Himitsu much more than about my own life."""
text36474;"""She was the closest person I had, meaning that they could get to her as well!"""
text36475;"""Catherine? <w>Her mother could protect her, and, somehow, I was confident that she could take care of herself."""
text36476;"""A weak and cowardly person wouldn't have written that note, wouldn't have cared someone other than herself."""
text36477;"""Was she really worried about me?"""
text36478;"""A pleasant shiver ran through my entire body, a sensation I had seemingly long forgotten."""
text36479;"""What if she had her own circumstances I simply knew nothing about?"""
text36480;"""And then… <w>Could I lose her too?!"""
text36481;"""It was incredibly difficult to answer the \""Who do I love?\"" question even to myself. <w>Especially in my current condition."""
text36482;"""There was one thing I knew for sure — both of them were important to me. <w>Now more than ever!"""
text36483;"""I rolled to my other side and looked at the clock — it was still pretty early, but I no longer had the energy to stay in bed."""
text36484;"""I could try to fall asleep, but Irina had given me clear instructions — to behave as usual."""
text36485;"""Which meant not skipping classes without a good reason."""
text36486;"""A hangover could be one, but I simply didn't have enough time yesterday to reach that point."""
text36487;"""Wobbling and grasping at the walls, I managed to walk to the kitchen."""
text36488;"""Coffee would be nice… <w>But I'd never liked it, so I never had any at home."""
text36489;"""I only had tea and aspirin."""
text36490;"""Surprisingly, my head didn't ache."""
text36491;"""I sat down on a chair and came to my senses only a minute later — I had been staring thoughtlessly in front of me."""
text36492;"""Complete exhaustion…"""
text36493;"""Maybe not coffee, but I definitely had alcohol!"""
text36494;"""Just a couple glasses would make me sleep like a log!"""
text36495;"""Irina's furious expression surfaced in my mind."""
text36496;"""Good thing she believed me…"""
text36497;"""Although she didn't want to! <w>She thought I was hiding something, lying to her…"""
text36498;"""God, was this really happening?"""
text36499;"""I pinched myself until I bled."""
text36500;"""Nope, not a dream."""
text36501;"""Somehow, hot tea brought me to my senses — was it time to prepare for school?"""
text36502;"""Although I didn't really have anything to prepare — my homework wasn't done, and I had no idea what classes I was even supposed to have today."""
text36503;"""…"""
text36504;"""Days were becoming shorter — it would've already been light outside at this hour a week ago."""
text36505;"""I was slowly walking the familiar route, occasionally looking over my shoulder."""
text36506;"""But not too obviously – someone could be watching me.<w> Someone probably was — that's what Irina had said."""
text36507;"""So the KGB were around the corner, there were Corporation goons behind the fence, and Japanese counter-intelligence in the bushes?"""
text36508;"""I smirked despite myself."""
text36509;"""People say you can find a positive side to any situation."""
text36510;"""I had once started to write a novel, then dropped it…"""
text36511;"""It was about love, sure, but what would stop me from adding a detective subplot?"""
text36512;"""Well, here is something <i>positive</i> about a poor student becoming prey to the powers that be."""
text36513;"""A Soviet-Japanese student. <w>Like a mini <note=note132>Tom Clancy</note>!"""
text36514;"""Except I didn't have a submarine to give to Americans and thus escape..."""
text36515;"""…"""
text36516;"""I walked into the classroom and sat behind my desk."""
text36517;"""Was I the first in class today? <w>Probably for the first time in my life!"""
text36518;"""It wouldn't take long for me to start volunteering to go to the blackboard, get straight A's, and hang myself in the hall of fame."""
text36519;"""Unless, of course, someone would hang me first in a less crowded place…"""
text36520;"""A head of red hair appeared in the doorway."""
text36521;"""Niko-kun… Are you here?"""
text36522;"""Imagine that!"""
text36523;"""I responded loudly."""
text36524;"""Why are you sneaking around? Nobody's here yet."""
text36525;"""Oh, yeah, sorry."""
text36526;"""Himitsu laughed and walked to my desk."""
text36527;"""You weren't home this morning…"""
text36528;"""Yeah, I couldn't sleep and decided to go to school early."""
text36529;"""Good!"""
text36530;"""She smiled cutely."""
text36531;"""Good that you decided not to skip classes."""
text36532;"""Me, skipping? I would never do that! I'm determined to become a straight A student and get into the top 10!"""
text36533;"""You're, uh, probably exaggerating…"""
text36534;"""Fine, the top 20 then!"""
text36535;"""Himitsu took a little parcel out of her backpack."""
text36536;"""Here — bento!"""
text36537;"""Thank you…"""
text36538;"""I was truly moved."""
text36539;"""Whatever happened in my life, only Himitsu's feelings towards me remained the same."""
text36540;"""Feelings I neither appreciated nor deserved…"""
text36541;"""I wondered what would've happened if back then I… <w>No, I didn't want to know! <w>Not at all!"""
text36542;"""Are you okay? You look a bit weird today."""
text36543;"""I told you, didn't sleep well."""
text36544;"""Himitsu looked at me suspiciously but clearly couldn't find a reason to pry further."""
text36545;"""Well, alright. Are we going home together?"""
text36546;"""What about lunch?"""
text36547;"""I can't make it this time, sorry. Have something to do with my classmates."""
text36548;"""Well, alright. See you then!"""
text36549;"""See you!"""
text36550;"""She smiled genuinely again and walked away."""
text36551;"""What did I even need a Catherine for?"""
text36552;"""Students gradually started to fill the classroom."""
text36553;"""Many of them gave me surprised looks. Had they not expected to see Anokhin this early, or at all?"""
text36554;"""Paying no attention to anyone in his path, Kyosuke breezed into the classroom and started to cheerfully greet all of the guys."""
text36555;"""Michael calmly sat behind his desk and opened one of his books."""
text36556;"""I thought that I should probably ask him at some point what it is he reads all the time."""
text36557;"""I was constantly looking at the clock — there were just a few minutes left before the bell, but…"""
text36558;"""And here came Catherine."""
text36559;"""She passed by, saying nothing but a short:"""
text36560;"""Hi."""
text36561;"""I couldn't say she looked normal — I didn't even know what <i>normal</i> was for her anymore and what wasn't!"""
text36562;"""I didn't know anything about her, didn't know <i>her</i>!"""
text36563;"""The conversation with Irina and this whole spy thriller business shifted my mind away from Catherine and my never-ending romantic indecision."""
text36564;"""But I knew perfectly well that the main source of agitation for me was not the note itself but the fact that Katya had been the one to write it."""
text36565;"""Of course, there was a chances she'd written it with good intentions — she might have wanted to warn me about something."""
text36566;"""But really, it was like we were playing a goddamn game of charades!"""
text36567;"""The lesson seemed to last forever. I wasn't listening to the teacher at all, focused on my own thoughts."""
text36568;"""I had to decide what to do from now on: keep my head down and act normally as per Irina's advice — or try to find something out as per common sense."""
text36569;"""Maybe I was just a student, but I didn't want to trust other people with the right to determine my destiny like a cow on a farm!"""
text36570;"""If I was lucky, the BB gun would break, and I'd be allowed a couple extra days of grazing!"""
text36571;"""Or maybe they'd handle me the traditional way — knocked out with a sledgehammer…"""
text36572;"""And though I had no one to ask about the KGB, there was someone other than Ellie I could ask about the Corporation."""
text36573;"""During lunch, I approached Michael and offered to eat together with him."""
text36574;"""Great, let's go!"""
text36575;"""Kyosuke had been hovering nearby, apparently waiting for the right moment."""
text36576;"""You know, we have something to discuss."""
text36577;"""He looked at me with surprise."""
text36578;"""Adult stuff, not anime — you wouldn't understand."""
text36579;"""Screw you!"""
text36580;"""Michael didn't react to my somewhat strange behavior in any way."""
text36581;"""…"""
text36582;"""I found a spot behind a vacant table, put Himitsu's bento in front of me, and waited for Michael."""
text36583;"""Soon he returned with a tray in his hands and took the seat opposite from me."""
text36584;"""Pretty quick today…"""
text36585;"""Yes, almost no queue."""
text36586;"""Lucky you."""
text36587;"""He said calmly, pointing at my bento."""
text36588;"""Yeah, happens…"""
text36589;"""I grinned like an idiot."""
