text32999;"""I rolled to the side, reached out, and didn't find Himitsu."""
text33000;"""The back room was still half-dark but it was easy to tell the sun was rising outside."""
text33001;"""I got up with some effort, shivered at the cold, and walked to the kitchen."""
text33002;"""There, everyone was preparing for opening: the kitchen hands were running back and forth, the water in the pots was boiling, I could hear the joyful сlinking of lids and the rhythmic sound of knives hitting the boards, and the entire room drowned in appetizing aromas."""
text33003;"""Niko-kun!"""
text33004;"""Himitsu was standing at the stove with a pan in her hands."""
text33005;"""What time is it...?"""
text33006;"""Six o'clock in the morning. I let you sleep longer."""
text33007;"""What are you doing?"""
text33008;"""I decided to help Kagome-san — after all, we're indebted to her."""
text33009;"""Kagome-<i>san</i>?"""
text33010;"""Here goes!"""
text33011;"""I didn't even know what annoyed me more: the fact that she was addressing Kagome so casually or that Iwamura had put Himitsu at work early in the morning."""
text33012;"""Yeah, alright, fine…"""
text33013;"""I yawned and scratched my fresh stubble."""
text33014;"""Get out of the way!"""
text33015;"""Kagome dexterously slipped under my arm."""
text33016;"""And what would you have me do?"""
text33017;"""Don't know. Just sit and… wait!"""
text33018;"""Himitsu only smiled apologetically."""
text33019;"""I walked into the dining hall where a lonely old man sitting behind a table caught my attention."""
text33020;"""Good morning."""
text33021;"""Huh?"""
text33022;"""He raised his head and looked around with half-blind eyes, unable to see me."""
text33023;"""Good morning!"""
text33024;"""I repeated in a louder voice."""
text33025;"""Good morning. You must be Kagome-chan's friend?"""
text33026;"""Something like that."""
text33027;"""It must've been her grandfather — he seemed to be too old to be her father."""
text33028;"""Without asking for permission, I sat opposite to him."""
text33029;"""Years taking their toll…"""
text33030;"""He smiled sadly, and there was much more mental clarity in his eyes than I was expecting."""
text33031;"""My wife and I used to run this restaurant together, and now I can't even see what's happening right under my nose."""
text33032;"""Thank you for taking care of Kagome-chan!"""
text33033;"""He said in an overly polite manner and tilted his head forward."""
text33034;"""No need…"""
text33035;"""Seriously, what kind of care was he talking about!?"""
text33036;"""We're grateful for letting us stay the night."""
text33037;"""She's never been good with people. Has her mother's character! You'd have trouble finding someone as stubborn as she was!"""
