text38236;"""Monday is always a difficult day."""
text38237;"""One of the first thoughts I had in the morning was about how long it'd take for Kyosuke to spread the word that he'd met Kagome at my place."""
text38238;"""And if only that was the only problem!"""
text38239;"""Kyosuke seeing her grandfather meant the story would be painted in totally different colors by his telling."""
text38240;"""Completely Lovecraftian colors that had nothing to do with reality!"""
text38241;"""Kyosuke's stories spreading was scarier than the chance that the actual truth might come out."""
text38242;"""Breakfast was already ready when I entered the kitchen, which buoyed my spirits somewhat."""
text38243;"""Good morning."""
text38244;"""Kagome sat at the table with her grandfather by her side, another chair set across from them."""
text38245;"""Against my will, this setup was leaving me the hot seat, like the accused in a courtroom."""
text38246;"""Good morning, Niko-kun. Did you sleep well?"""
text38247;"""Pretty well, thank you. What about you? It's not easy to fall asleep in a new place."""
text38248;"""Old people generally don't sleep well."""
text38249;"""He smiled, and his expression was so full of humility that it made me feel a bit uncomfortable."""
text38250;"""He was supposed to be about the same age as Kobayashi Jun, although I only had a very vague idea on how to tell the ages of people way older than me."""
text38251;"""Still, the head of Kobayashi Corporation both looked and acted with much more confidence."""
text38252;"""No offense to Moriyuki-san, but you could say that his life was at its nadir, while Kobayashi Jun gave the impression of a brisk old man, still full of energy."""
text38253;"""What about you? Slept well?"""
text38254;"""I asked Kagome somewhat ironically."""
text38255;"""Well enough."""
text38256;"""She was drinking coffee, the smell of it bringing back memories that seemed like they didn't belong to me."""
text38257;"""The instructive tone of my mother and the detached expression on my father's face, the monotonous hum of the television and the noise of the vacuum cleaner..."""
text38258;"""When did I last use a vacuum cleaner?"""
text38259;"""Casting these thoughts away, I focused on the food."""
text38260;"""…"""
text38261;"""Thank you, everything was delicious."""
text38262;"""You are welcome."""
text38263;"""Kagome replied coldly."""
text38264;"""And now we need to go to school."""
text38265;"""Only then did I notice she was wearing her uniform."""
text38266;"""I see you saved what's most important from the fire!"""
text38267;"""What do you mean?"""
text38268;"""The uniform."""
text38269;"""Of course not! I bought a new one yesterday."""
text38270;"""Aaah, that's where you went."""
text38271;"""What did you think?"""
text38272;"""Didn't think a thing!"""
text38273;"""I snapped back and stood up."""
text38274;"""…"""
text38275;"""We walked out of the house together, but I stopped at the gate."""
text38276;"""Maybe it'd be better if we go to school separately?"""
text38277;"""What, are you afraid we'll be seen together?"""
text38278;"""I'm not, but…"""
text38279;"""I sighed and closed my eyes for a while, as if hoping that the cruel outside world would turn into something else."""
text38280;"""Kyosuke must've told everyone already. So there may be all kinds of unbelievable rumors going around about us at school."""
text38281;"""For example?"""
text38282;"""Well, for example…"""
text38283;"""Of course, Kyosuke had a much more vivid imagination than I did."""
text38284;"""That you're pregnant, and your grandfather is here to supervise our engagement."""
text38285;"""Kagome blushed, but then giggled.<seq ka_grin>"""
text38286;"""If only your Kyosuke knew my grandfather! He's the one who has to be supervised."""
text38287;"""But he doesn't. And what Kyosuke doesn't know, he tends to make up."""
text38288;"""Even if that's the case, I'm not too scared."""
text38289;"""Good for you..."""
text38290;"""Truth be told, I had zero interest in catching weird looks and becoming the subject of gossip."""
text38291;"""I had more important things to deal with and I didn't need the extra attention."""
text38292;"""So do we have a deal?"""
text38293;"""Kagome looked at me seriously."""
text38294;"""Niko-san, I understand what you mean. But I'm not going to toe the line, hide, or let them control my life!"""
