text10984;"""A bird was singing loudly in the yard. <w>Which was quite unusual for the season."""
text10985;"""I'd never thought about whether Japanese birds fly south for the winter…"""
text10986;"""But it was clear that the crows and sparrows had nowhere to go — they were an integral part of the city, same as the skyscrapers, the trains, and the endless traffic."""
text10987;"""And then there the were the pigeons… <w>Flying rats."""
text10988;"""Gathering in flocks, spreading diseases, and shitting everywhere."""
text10989;"""And they're grey, too…"""
text10990;"""I rolled over and looked at Catherine — she was sleeping serenely, her hair scattered all over the bed."""
text10991;"""If I were to compare her to a bird, she definitely wouldn't be a sparrow or a pigeon — an eagle, maybe?"""
text10992;"""I wondered what she told her mother when she stayed overnight."""
text10993;"""I didn't really understand their relationship, but it was fairly obvious that Catherine had no close female friends in Japan — and what other excuse could she possibly come up with?"""
text10994;"""It's not like she could say she was spending the nights at Himitsu's!"""
text10995;"""A pajama party…"""
text10996;"""I imagined that, and the picture seemed so unrealistic that it evoked nothing but a smile."""
text10997;"""You'll burn right through me if you keep staring like that."""
text10998;"""Catherine opened her eyes."""
text10999;"""Were you playing dead?"""
text11000;"""Yeah, like a possum."""
text11001;"""Yuck! Those are the little nasty hamster-rats, right?"""
text11002;"""Katya smiled."""
text11003;"""I'd sooner imagine you hunting them!"""
text11004;"""Why would I?"""
text11005;"""Because you're an eagle!"""
text11006;"""What?"""
text11007;"""Nevermind."""
text11008;"""Look, I was thinking: what do you tell your mom when you stay at my place?"""
text11009;"""Why?"""
text11010;"""No reason, just curious."""
text11011;"""I just tell the truth."""
text11012;"""Just like that…? And what does she say?"""
text11013;"""What could she possibly say?"""
text11014;"""I don't know… She might disapprove, for one."""
text11015;"""She's much more interested in her work than something so trivial."""
text11016;"""Catherine said casually — but it still made me feel uncomfortable."""
text11017;"""How would I look into Mrs Winters' eyes after that?"""
text11018;"""Although Katya was probably just joking — even she couldn't just tell her mother she was staying the night at a guy's place."""
text11019;"""It's not like we're doing anything objectionable."""
text11020;"""My parents didn't seem to think so either."""
text11021;"""No, it's just…"""
text11022;"""I just always thought that a normal mother would react differently."""
text11023;"""We could wait till the wedding."""
text11024;"""Katya smirked playfully and gently stroked my chest."""
text11025;"""I'm not implying anything!"""
text11026;"""Is that so? I think someone down there has a different opinion…"""
text11027;"""…"""
text11028;"""I caught my breath after another round and looked at Catherine."""
text11029;"""You are even more beautiful after sex."""
text11030;"""More beautiful than who?"""
text11031;"""Than usual!"""
text11032;"""I'm sure you say that to every girl."""
text11033;"""No way! I usually just pump and dump them."""
text11034;"""I smirked."""
text11035;"""Catherine hid her head in my chest."""
text11036;"""Am I going to end up the same?"""
text11037;"""I'll have to think about it."""
text11038;"""Hmmm…"""
text11039;"""She said without much enthusiasm — I seemed to have made a misstep in our verbal battle."""
text11040;"""Or not."""
text11041;"""I hugged Katya tighter."""
text11042;"""I wish we could lie like this forever…"""
text11043;"""But it's boring! You'd be the first to start complaining!"""
text11044;"""But that would be later…"""
text11045;"""I never really gave a certain strange detail much thought: Catherine, for how seemingly mature her personality was, really didn't think about the consequences of her actions."""
text11046;"""You could say she never made plans for the future, but in reality, it was a bit more complicated."""
text11047;"""Katya seemed to be driven by impulses, spontaneous desires I didn't understand — but they were almost impossible to notice from the outside."""
text11048;"""Unlike when she was so close in my arms."""
text11049;"""We need to go to school today, remember?"""
text11050;"""Since when did you start caring about things like that?"""
text11051;"""Well, I don't really…"""
text11052;"""And why don't I even have my own pillow in this house?"""
text11053;"""Catherine moved away from me."""
text11054;"""Now that is an important question!"""
text11055;"""Of course it is! If my neck starts to hurt, you'll have to face the consequences!"""
text11056;"""Then why have we never stayed at your place? Has your mom never worked at night?"""
text11057;"""Mom…"""
text11058;"""Catherine said as if she remembered something long forgotten."""
text11059;"""I have a squeaky bed."""
text11060;"""That is an argument."""
text11061;"""And it's a long way from school."""
text11062;"""Sounds like you're going to move in here!"""
text11063;"""That's actually a great idea! Just gotta tell mom about it!"""
text11064;"""We laughed."""
text11065;"""You know, Kyosuke said he wanted to hang out on the weekend."""
text11066;"""Well, good luck."""
text11067;"""She replied, not even trying to conceal her resentment."""
text11068;"""With both of us, I mean."""
text11069;"""Won't I be in your way?"""
text11070;"""Even though Catherine had opened up to me, she still behaved fairly arrogantly towards other people."""
text11071;"""Kyosuke isn't a bad guy."""
text11072;"""I never said he is."""
text11073;"""But you implied it."""
text11074;"""That's just your imagination."""
text11075;"""So, you don't want to go?"""
text11076;"""We'll see. It's time to get up."""
text11077;"""You just told me…"""
text11078;"""Catherine tried to get up from the bed, but I quickly grabbed her and dragged her back."""
text11079;"""Hey!"""
text11080;"""We have more than enough time for another round!"""
text11081;"""No way!"""
text11082;"""She tried to break free and delivered a few stinging hits with her fists."""
text11083;"""What are you hitting me for?!"""
text11084;"""Because you can only think about sex!"""
text11085;"""Okay-okay…"""
text11086;"""I released her, and Katya immediately flopped down next to me."""
text11087;"""Not that I mind…"""
text11088;"""She whispered."""
text11089;"""But we really need to go."""
text11090;"""What classes do we have today?"""
