text9986;"""In my dream, I was having sex with Katya."""
text9987;"""It was long and thorough, somehow very adult, very different from how we did it in reality."""
text9988;"""I woke up extremely aroused, my bedsheets and the pillow damp with sweat."""
text9989;"""We have an interest in procreation coded into our genes, sure, but it was weird that I would appear to not have any issues of greater importance these days."""
text9990;"""Himitsu's father, Catherine's mother, Irina…"""
text9991;"""All those events passed by like a whirlwind, leaving me amongst the ruins of my life."""
text9992;"""What could still be saved, and what had been destroyed completely?"""
text9993;"""Even with the disastrous consequences of the <i>forces of nature</i>, I now had a moment of peace, a weird calm after the storm, where you haven't yet realized it's all over."""
text9994;"""You see the storm disappearing into the distance and turn around, seeing the evening sky touched by blue twilight, and only the uprooted trees remind you of nature's primal fury."""
text9995;"""But the view seems natural — as if it was always like this, as if it was the way it had to be."""
text9996;"""I was lying in bed and thinking whether to even make the effort to get up — to live through another pointless day."""
text9997;"""Irina had advised me to stay home — and I could just as well stay home positioned horizontally."""
text9998;"""Yesterday, Catherine... <w>I still couldn't understand her!"""
text9999;"""A step forward, then two steps back, running endlessly in place."""
text10000;"""Somebody quietly opened the front door."""
text10001;"""I had forgotten to lock it yesterday, hadn't I?"""
text10002;"""Although, when you know a person your entire life, you learn to recognize their movements by ear."""
text10003;"""Only Himitsu opened the door like this."""
text10004;"""I quickly jumped up from the bed and got dressed."""
text10005;"""We entered the kitchen at the same moment."""
text10006;"""Niko-kun… Did you just get up?"""
text10007;"""Something like that."""
text10008;"""I looked at the clock — it was still pretty early."""
text10009;"""Are you going to school?"""
text10010;"""Didn't plan to."""
text10011;"""Her face seemed to lose all the colors of life."""
text10012;"""Himitsu looked — maybe not as much outwardly, but <i>felt</i> — ten years older than usual."""
text10013;"""She only needed a grey suit to complete the picture…"""
text10014;"""Then I probably came here for nothing."""
text10015;"""…"""
text10016;"""I don't even know why…"""
text10017;"""Her lips suddenly curled into a creepy smile."""
text10018;"""I don't know why I came…"""
text10019;"""It's like I was supposed to. Does it happen to you: you're doing something and don't really know why? Like a machine."""
text10020;"""I didn't know how to respond."""
text10021;"""It was difficult for me to be around Himitsu."""
text10022;"""After I learned the truth about her father, after the scene yesterday."""
text10023;"""These days, it seems to me… That for the longest time I've been doing silly things that nobody really needs!"""
text10024;"""Like a stove that's been replaced with a new model and just thrown away since it's become useless."""
text10025;"""Or like a cleaning lady someone kicked out as soon as they bought the washing machine they'd wanted for so long."""
text10026;"""Niko-kun… why? It's not fair!"""
text10027;"""She wasn't crying — as if all of her tears had dried up long ago."""
text10028;"""She wasn't even addressing me specifically, directing her pain at an invisible someone."""
text10029;"""Don't you feel sorry for me?"""
text10030;"""Salting the wound!"""
text10031;"""Do I deserve to be treated like this?"""
text10032;"""Do I deserved to be spied on?"""
text10033;"""What…? Spi… That's what you call all I've done for you?"""
text10034;"""Yeah, you and your dad have done so much for me and my family the last ten years!"""
text10035;"""Niko-kun…"""
text10036;"""Himitsu whispered in a stranger's voice and lowered her head."""
text10037;"""I heard your father talking on the phone. About you handling the mission well!"""
text10038;"""Niko-kun…"""
text10039;"""And how he'd been spying on the Anokhins for a long time. Everything... I know everything now!"""
text10040;"""Niko-kun… you don't understand at all!"""
text10041;"""She said in the same quiet voice."""
text10042;"""Dad just… Dad just wants to protect you… us…"""
text10043;"""And you have been helping him! How much have you already told him?"""
text10044;"""Did everything you heard here in the evenings end up in reports to Japanese intelligence the next morning?"""
text10045;"""Niko-kun…"""
text10046;"""Enough! I don't want to see you in this house anymore! I don't want to know you! I don't want to be a <i>surveilled</i>!"""
text10047;"""If these ten… ten damned years, sunshine! If these ten years were a lie, then… then…"""
text10048;"""I was losing my breath and couldn't find the right words."""
text10049;"""It's hard to believe I could be so wrong about someone! Have you been lying to me the entire time?"""
text10050;"""What if I have?"""
text10051;"""She suddenly shouted, throwing her head up, a pointless fury flashing in her eyes."""
text10052;"""What are you going to do about it? Do you think you can take an even more painful revenge on me?!"""
text10053;"""Revenge...? Who's talking about revenge?"""
text10054;"""What is this then, Niko-kun?! Do you really think I was telling dad about your life, what we talked about… and even if I did…"""
text10055;"""Do you think I did it to hurt you?!"""
text10056;"""Do you think I'm capable of that?!"""
text10057;"""I don't know what you're capable of anymore…"""
text10058;"""I mumbled and turned away."""
text10059;"""Of course, it was hard to believe that Himitsu had been lying to me in cold blood all those years, but now she wasn't even denying it!"""
text10060;"""What was this all for then?!"""
text10061;"""Because I want to protect you…"""
text10062;"""From who — myself?!"""
text10063;"""If I need to."""
text10064;"""Are kindness and care alone enough to be loved?"""
text10065;"""Himitsu believed so."""
text10066;"""She believed that feelings appear by themselves, as a consequence, just because you've shown love to another person for years."""
text10067;"""But the heart wants what it wants!"""
text10068;"""I'm sorry, but I don't love you. I don't know what reasons you had to do what you did. I don't know if you really were <i>spying</i> on me my entire life."""
text10069;"""But I know one thing: I love Catherine, and I can't lose her because of you!"""
text10070;"""Sunshine…"""
text10071;"""I started with a habit, but stopped myself."""
text10072;"""Himitsu, I never intended to make a choice between you and her… Not like <i>this</i>!"""
text10073;"""But don't try to blackmail me! I'm grateful for everything you've done for me, but <i>that</i> can't replace my true feelings."""
text10074;"""I can't mechanically reciprocate your love just because the amount of good you've done by me has grown large enough."""
