text11893;"""I was dreaming about flying through space, just flying, flying freely like a wind, faster and faster, waving to the passing planets and winking at galaxies."""
text11894;"""I was flying like a pulsar, having become vestigial radiation, flying towards the unknown."""
text11895;"""I never managed to get too far — in the morning I woke up in my bed again."""
text11896;"""Despite things looking up yesterday, now I was in a foul mood — something that became clear from the very first seconds of the new day."""
text11897;"""I didn't want to do anything, not even get up — I was willing to let life take its course without me, while I would lie and sleep."""
text11898;"""I'd been tossing and turning for a good hour, drowning in self-pity, when somebody knocked on the door."""
text11899;"""First quietly, almost at the edge of hearing, as if it were just my imagination."""
text11900;"""But then the knocking became louder."""
text11901;"""It was even a little exciting — at least something was happening!"""
text11902;"""I quickly put on some clothes and opened the door."""
text11903;"""Himitsu was standing on the doorstep with bags in her hands."""
text11904;"""Why are you knocking when there's a doorbell?"""
text11905;"""I grumbled, annoyed."""
text11906;"""Don't know, I just wanted to."""
text11907;"""She looked like everything was fine between us — at least, she was trying to."""
text11908;"""Why are you here?"""
text11909;"""Niko-kun, you probably don't have any food at home…"""
text11910;"""She lifted the bags demonstratively."""
text11911;"""I dropped by a grocery store a couple days ago."""
text11912;"""Ahh…"""
text11913;"""She drawled and lowered her head."""
text11914;"""But you can cook something."""
text11915;"""Can I?"""
text11916;"""Himitsu's face brightened."""
text11917;"""I didn't really know why I said that."""
text11918;"""Maybe because all the time alone inside my head was making me start to lose it. Any company would be better than my own thoughts."""
text11919;"""Besides, yesterday's talk with Ito had made me think."""
text11920;"""Nothing could be done about what she'd said to Catherine and I, but the rest — her motives, actions, what she knew about her father — might have been totally different from what I'd thought."""
text11921;"""…"""
text11922;"""Himitsu has been working away at a grand meal for half an hour already."""
text11923;"""The kitchen was filled with aromas of all kinds, the knife flashing through the air with inhuman speed, and something was boiling, hissing, and sizzling on the stove."""
text11924;"""For a while, I just sat behind the table and quietly watched her cook."""
text11925;"""Finally, the insincerity of the scene became unbearable."""
text11926;"""I talked with your father yesterday."""
text11927;"""I know."""
text11928;"""Himitsu responded, still focused on cooking."""
text11929;"""What you said back then… Whatever the case, don't think that it'll just stay in the past."""
text11930;"""She showed no reaction to my words."""
text11931;"""You shouldn't have behaved like that, even if you had your own <i>reasons</i>…"""
text11932;"""Silence, again."""
text11933;"""It was mean and disgusting! You were just taking revenge… No, not even revenge — it was like mocking a cripple!"""
text11934;"""Of course, I don't mean that…"""
text11935;"""I sighed and collected my thoughts."""
text11936;"""There are some things you can't tell others even if they're true!"""
text11937;"""Truth and facts aren't the same thing! Many Americans suffer from PTSD after Vietnam — that's true."""
text11938;"""At the same time, the Americans burned an awful lot of people there with napalm — that's also true."""
text11939;"""But tens of thousands of victims — that's a fact. In the end, everyone has their own truth, but the facts are the same for everyone…"""
text11940;"""Niko-kun, why are you saying this to me?"""
text11941;"""Himitsu asked wearily, finally throwing the last bits of vegetables into the pot."""
text11942;"""To be honest, I already forgot…"""
text11943;"""Do you really think I'm capable of hurting you?"""
text11944;"""I don't know how <i>capable</i> you are, but you've certainly said enough!"""
text11945;"""I didn't want to bring up the topic of Catherine's disappearance — in this context, it would only make Himitsu look more guilty."""
text11946;"""Of course, we'd talk about it in due time, but I didn't want that to be now."""
text11947;"""Breakfast will be served in ten minutes."""
text11948;"""She proclaimed like a lunch lady serving food in a school canteen."""
text11949;"""You think food can fix this situation?"""
text11950;"""You need to eat anyway."""
text11951;"""She responded in a gloomy tone. <w>In a very feminine or even maternal way, you could say."""
text11952;"""Sure…"""
text11953;"""Himitsu really put in the effort."""
text11954;"""No matter how bad my mood was, a feast fit for a king lifts your spirits regardless of the circumstances."""
text11955;"""That's how human physiology works."""
text11956;"""I was contently picking my teeth with a toothpick that had somehow appeared on the table and was looking at Himitsu in the way people look at <note=note56>\""The Appearance of Christ before the People\""</note>: failing to grasp the entire picture, but noticing new details every time as their gaze shifts around the painting."""
text11957;"""Was it good...?"""
text11958;"""She finally broke the silence."""
text11959;"""Yes. Was there a chance it wouldn't be?"""
text11960;"""What are you going to do today?"""
text11961;"""Why, did you have something in mind?"""
text11962;"""No, I just asked… Maybe you had some plans with Katty-chan."""
text11963;"""Himitsu seemingly didn't intend to hurt me when she said it, but I got all wound up anyway."""
text11964;"""So you were feeding me like a pig for slaughter? Main course comes after the meal, is that it?"""
text11965;"""I didn't mean…"""
