text28877;"""Why do different people like different colors?"""
text28878;"""Freud and Lüscher most definitely had their opinions on that, but I've always struggled to make a clear choice."""
text28879;"""Sometimes, my favorite color could be blue or violet, I used to hate yellow, and my childhood preference was white."""
text28880;"""Of course, there are strictly scientific explanations for the matter, but in our everyday life we're used to more basic interpretations."""
text28881;"""Red symbolizes the unbridled fervor of fire, blue epitomizes the serenity of the clear summer sky, while black reminds us of the dusty shrouds and gloomy vaults of a Gothic church."""
text28882;"""I wasn't sure which colors I would associate with Catherine and Himitsu, but in my memories their smiles used the same pallet."""
text28883;"""The sound of the TV woke me up, and with some effort I blew my nose — the night wind had made it pretty stuffy."""
text28884;"""Due to the uncomfortable position my back hurt, making the awakening even less enjoyable."""
text28885;"""On the screen, chipper and overly smiley, news anchors were wishing a good morning to all the inhabitants of Tokyo."""
text28886;"""They had it easier, of course — these programs are usually pre-recorded, and now they were peacefully sleeping in their cozy beds!"""
text28887;"""Right after the fake smiles and tons of face powder came a cooking show."""
text28888;"""\""Spend just five minutes and make yourself happy with a tasty, healthy breakfast!\"" — a professional chef with more than twenty years of experience was shouting, skilfully filleting fish and slicing vegetables."""
text28889;"""Yeah, right!"""
text28890;"""I wouldn't be able cook anything like that even in three hours, with or without all the ingredients!"""
text28891;"""Although a dead mouse, a couple dozen cockroaches, and some soy sauce would make for an undoubtedly higher protein, though probably not as tasty, meal than the one prepared by that TV chef."""
text28892;"""Having weighed up all the cons and failed to find any pros, I got dressed and walked to school."""
text28893;"""I had no desire to skip classes since I had nothing else to do in the morning."""
text28894;"""By skipping breakfast, I managed to find some time to drop by a shop and buy a couple chocolate bars."""
text28895;"""I wanted to go to my favorite ramen place as well, but after counting the money in my wallet, I abandoned the idea."""
text28896;"""And I still had a week before the end of the month…"""
text28897;"""At school, everything seemed normal: joyful and enthusiastic Kyosuke, Michael with his book, and Catherine who was expressly ignoring my presence."""
text28898;"""Everyone seemed to have forgotten about my behavior yesterday."""
text28899;"""Or were merely pretended to, keeping up appearances."""
text28900;"""In any case, I didn't feel like an exile. <w>No more than usual…"""
text28901;"""Not that anybody ever paid much attention to me."""
text28902;"""I had to admit, I was a little scared of the derogatory looks and whispers behind my back on my way to school."""
text28903;"""But life went on as usual, not noticing me and my <i>problems</i>."""
text28904;"""During the second class, a note landed on my desk."""
text28905;"""\""Come to the roof at lunch\""."""
text28906;"""It was written in Japanese. The handwriting looked familiar, but it definitely wasn't Katya's."""
text28907;"""I was even kind of happy to receive the note, since I was starting to get bored."""
text28908;"""So this is a thing too, huh — now the absence of adrenaline equaled boredom to me!"""
text28909;"""During the long break I went to the roof, waving Kyosuke away as he offered to have lunch together."""
text28910;"""However, there was nobody there."""
text28911;"""Apparently I was too early. <w>Was what I thought as I sat on the bench, preparing to wait for the author of the note."""
text28912;"""The door soon opened, and Kagome jumped into the arms of the unfriendly autumn wind."""
text28913;"""Well yeah, I should've expected that…"""
text28914;"""I muttered."""
text28915;"""What are you mumbling there?"""
text28916;"""Kagome asked in an intimidating tone, coming closer."""
text28917;"""I want to clarify something, just in case: did you write the note?"""
text28918;"""Yes."""
text28919;"""She replied briefly and sat next to me."""
text28920;"""Right!"""
text28921;"""I realized why the handwriting looked familiar to me — Kagome was the class rep and would constantly write things on the blackboard."""
text28922;"""We seem to be meeting each other a bit too often these days."""
text28923;"""You're in no position to make jokes!"""
text28924;"""What else can I do?"""
text28925;"""You're in danger, don't you understand?"""
text28926;"""In danger...?"""
text28927;"""I've managed to uncover something else… The father of your red-headed girlfriend works for Japanese intelligence! And he may be somehow related to my father's disappearance!"""
text28928;"""Goddamit, does everyone actually know more than I do about own my life?!"""
text28929;"""I exclaimed and flung my arms into the air."""
text28930;"""Doesn't seem like it's news to you..."""
text28931;"""She squinted her eyes, but I immediately asked a question:"""
text28932;"""How did you learn that?"""
text28933;"""I have my own sources."""
text28934;"""Kagome responded unsurely, turned away, and shivered from the strong wind."""
text28935;"""Here…"""
text28936;"""I stood up, took my jacket off, and tried to put it over her shoulders."""
text28937;"""What are you doing?!"""
text28938;"""She immediately jumped up from the bench and ran a few feet away."""
text28939;"""Just trying to act like a gentleman. Since you trust me…"""
text28940;"""I mean, you've told me so much important information already."""
text28941;"""Kagome calmed down a bit but didn't come closer."""
text28942;"""It's because I still hope that you're a reasonable guy. Besides, we're in a similar situation, so I want to believe that you'll act reasonably!"""
text28943;"""I have to say though that so far you've been as useful as a dug-up corpse!"""
text28944;"""Well, I'm sorry for not knowing anything else!"""
text28945;"""And at this point it was mostly the truth!"""
text28946;"""And why do you think I should blindly trust you?"""
text28947;"""Because I have no reason to lie to you! I'm just looking for my father!"""
text28948;"""I didn't reply, but her words made me feel guilty."""
text28949;"""After all, Kagome, despite her rather complicated personality, had opened up to me and relied on me to some extent."""
text28950;"""You're right, sorry… Is there anything else you know? And how do you even know about Himitsu's father?"""
text28951;"""I've told you enough already! And you seem completely unsurprised by it."""
text28952;"""I'm just tired of surprises."""
text28953;"""I smiled idiotically."""
text28954;"""But I would like to know more about your sources."""
text28955;"""Tit for tat!"""
text28956;"""I have nothing to offer in return, it's not like this is a card game! If you were me, wouldn't you want to know everything?"""
text28957;"""Are you so sure it's easier to <i>be you</i> than me?"""
text28958;"""No, but that doesn't change anything."""
text28959;"""Unlike you, I'm trying to do something!"""
text28960;"""I've already told you everything I know! And how I found out isn't important!"""
text28961;"""Just for your information, a <i>one-sided<i> relationship like this can't last long."""
text28962;"""Oh, so we have a relationship now?"""
text28963;"""Asshole!"""
text28964;"""Kagome hissed, and I was left alone."""
text28965;"""I seemed to remember that Himitsu once said I should change my attitude toward other people."""
text28966;"""And even though I'd started to behave differently with her (and, maybe, to some extent, with Catherine), others remained of as little interest to me as before."""
text28967;"""But Iwamura could've become a useful ally."""
text28968;"""Next time (if there was a next time) I'd have to treat her with more respect!"""
text28969;"""I came across Michael at the entrance to the classroom."""
text28970;"""He looked at me coldly but said nothing."""
text28971;"""It's not like he had to say anthing: no one would show it openly, but everyone (except probably Kyosuke) considered me a social pariah."""
