text15972;"""I was dreaming about music."""
text15973;"""It happens sometimes: you sit at a piano and play a marvelous melody."""
text15974;"""I couldn't play the piano, but in my dream it was so effortless it seemed like I'd been doing it my entire life."""
text15975;"""There's only one issue with dreams like that — when you wake up, you can't recall a single note."""
text15976;"""That morning the entire world seemed somewhat surreal."""
text15977;"""Nothing particularly unusual had ever happened in my life."""
text15978;"""My parents had brought me to Japan when I was still too little."""
text15979;"""You couldn't consider my relationship with Catherine something outstanding, right?"""
text15980;"""Most teenagers go through romantic turmoil of one kind or another, and every single one of them thinks their love in particular is uniquely special!"""
text15981;"""But playing in a band… <w>Especially a band like this!"""
text15982;"""I could barely explain even to myself what was so unique about Z FEEL-Z apart from the fact that Ellie played in it."""
text15983;"""Not that I needed to: your first band is like your first love!"""
text15984;"""Showering, getting dressed, cooking and eating breakfast, I couldn't stop thinking about the upcoming rehearsal."""
text15985;"""At least I could forget about the Corporation and the KGB for today."""
text15986;"""Was I supposed to take my bass guitar even if they had better ones?"""
text15987;"""I stared at it for while but eventually gave up on the idea:"""
text15988;"""Sorry, friend, another time…"""
text15989;"""…"""
text15990;"""I reached the studio by half past eleven, but the door was already open."""
text15991;"""Ishida and Mitsuyoshi were inside."""
text15992;"""Hey! Decided to join us after all?"""
text15993;"""Yeah, if you'll have me."""
text15994;"""Why would you need our permission? It'll all up to the princess."""
text15995;"""The princess?"""
text15996;"""They exchanged looks and laughed idiotically."""
text15997;"""Yeah, you know, we call El that sometimes."""
text15998;"""I see…"""
text15999;"""The pause dragged on."""
text16000;"""I decided not to bring my guitar along, is that alright?"""
text16001;"""No problem. You were comfortable enough playing ours yesterday, right?"""
text16002;"""Pretty much."""
text16003;"""Good then."""
text16004;"""I heard steps from behind the door, and Tokyo Rider entered the room."""
text16005;"""I didn't doubt for a second that I'd meet you here this morning!"""
text16006;"""We were all hoping you'd come too."""
text16007;"""I'm just in a good mood today."""
text16008;"""Or maybe we have a rehearsal."""
text16009;"""I hadn't felt comfortable and couldn't relax around these guys yesterday, it was like I'd accidentally walked into the wrong party."""
text16010;"""No one there would pay any attention to you — you could drink or try starting a conversation, but you'd know you don't belong."""
text16011;"""But things seemed to have changed: I could feel that I was, if not welcomed with open arms, at least not considered a stranger."""
text16012;"""Ellie arrived around half past twelve."""
text16013;"""Sorry I'm late!"""
text16014;"""Hi Nick! Good to see you."""
text16015;"""Hi. Good to see you too…"""
text16016;"""While looking at her, I suddenly felt a change in our relationship as well."""
text16017;"""We were no longer just schoolmates but now bandmates."""
text16018;"""Would I fit in? Would I play well with the group, did I have the skill?"""
text16019;"""Time would tell, sure, but at that moment I was ready to put in every effort to stay with them for as long as possible!"""
text16020;"""Alright, let's not just stand here and get playing!"""
text16021;"""For starters, we played same song as yesterday."""
text16022;"""The time spent practicing at home hadn't been in vain — I was far more confident with the strings."""
text16023;"""After a few attempts, Mitsuyoshi said:"""
text16024;"""Yeah, there we go!"""
text16025;"""A couple times it seemed to me that Ellie was giving me a weird look while we were playing."""
text16026;"""Possibly just because of my sharpened perception and focus on the instrument…"""
text16027;"""She showed me a part from another song of theirs."""
text16028;"""That one turned out to be more difficult, but more or less within my current ability."""
text16029;"""While I was sitting in the corner learning it, the others played covers of various Western hits."""
text16030;"""Oh, I know this one!"""
text16031;"""I managed to join in for a couple of them."""
