text25522;"""Mornings are particularly unpleasant when they're only unpleasant for you, and everyone else seems to be enjoying themselves."""
text25523;"""The sun was shining right at my face and the room was surprisingly warm even after a September night."""
text25524;"""I turned to the side and immediately realized I wouldn't fall asleep again."""
text25525;"""Memories of the previous night came bit by bit — like pieces of a puzzle."""
text25526;"""Eventually I managed to put together a more or less complete picture and thanked my former self for stopping when he did."""
text25527;"""It was still early for a Saturday morning, though just the right time for restaurants to open!"""
text25528;"""I managed to sit up, shook my head, then got up and staggered to the bathroom."""
text25529;"""The cold shower gave me a sufficient boost of energy to act."""
text25530;"""It was hard to say whether a day was enough for Asakura and Kawashima to come to their senses, but I couldn't waste any time!"""
text25531;"""I had no exact plan, I didn't even know what I was going to say to Kagome."""
text25532;"""One thing was clear — if I had been the one to drag her into all this, I had to face the consequences."""
text25533;"""The only thing I could hear in the receiver was a series of meaningless dialtones, one after another."""
text25534;"""I kept calling but nobody picked up."""
text25535;"""Very strange!"""
text25536;"""I would've understood it if I'd called Himitsu or Catherine — but Kagome lived in a restaurant…"""
text25537;"""Very strange!"""
text25538;"""Maybe they hadn't paid their bill and the phone had been disconnected?"""
text25539;"""I didn't get enough time to get worked up over trying to figure out why I wasn't getting through, as my thoughts were interrupted by the doorbell."""
text25540;"""What if it was Kagome?"""
text25541;"""I rushed to open the door."""
text25542;"""However, the person standing behind it was…"""
text25543;"""Kagemaru."""
text25544;"""Kobayashi-dono wishes to speak with you."""
text25545;"""He said briefly."""
text25546;"""Everything indicated that on this wonderful Saturday morning Kagemaru would prefer to be anywhere other than my doorstep."""
text25547;"""My potential replies were fighting in my head, the ones wanting to refuse soon losing."""
text25548;"""Can I at least get dressed?"""
text25549;"""Go ahead. Just don't take long!"""
text25550;"""…"""
text25551;"""Rushing through the empty streets of Tokyo, the expensive European car quickly brought us to the offices of Kobayashi Corporation."""
text25552;"""I didn't dare start a conversation with Kagemaru, confident I wasn't going to get any sort of answer."""
text25553;"""Was this all about Ellie asking me to play the bass in their band?"""
text25554;"""Or were they going to kill me for not being able to play the guitar properly...?"""
text25555;"""Both options seemed unrealistic even in the context of everything that'd happened lately."""
text25556;"""One way or another I didn't have to worry about an attempt on my life — this would be a complicated way for someone so powerful to kill me!"""
text25557;"""Which meant they wanted something else."""
text25558;"""…"""
text25559;"""An endless minute of waiting in the elevator…"""
text25560;"""And there I was again, on the God-knows-which floor, in the giant office of Kobayashi Jun, head of Kobayashi Corporation."""
text25561;"""Just a week ago, in this very place, he had made me feel no less reverence, though much less fear."""
text25562;"""That was probably because the two of us had come to him of on our own initiative, with a goal in mind, and had scraped together a little confidence."""
text25563;"""And now, it was his turn to make demands…"""
