text28064;"""Circadian rhythms and the internal clock are powerful things!"""
text28065;"""No matter how much I loved to sleep, unless I was hungover I'd usually wake up at more or less the same time anyway."""
text28066;"""Even if I'd gone to bed early in the morning."""
text28067;"""Of course, I could have buried myself in my bed and kept on sleeping, but Himitsu would soon arrive…"""
text28068;"""Which meant I needed to get up anyway."""
text28069;"""On the other hand, I clearly had sleep issues."""
text28070;"""But where was Himitsu?"""
text28071;"""I reluctantly got up and walked into the kitchen, but there was no one there."""
text28072;"""I doubted she'd be playing hide and seek with me."""
text28073;"""I hoped that nothing happened to her…"""
text28074;"""When you fall asleep anxious, you have disturbing dreams and spend the whole night in anticipation of the morning, just to open your eyes and immediately remember all your worries."""
text28075;"""Still, I really wanted Himitsu nearby."""
text28076;"""Just to sit together, eat breakfast, have a cute chat about nothing, wait until she was done with washing dishes, then go to school."""
text28077;"""Perhaps she was busy with something? <w>After all, she had her own life, didn't she?"""
text28078;"""I was worried but tried to wave my thoughts away."""
text28079;"""Just a week ago — what am I saying! — two days ago, I wouldn't have placed any importance on it.<w> Whether she did come or didn't, neither option would be surprising."""
text28080;"""I had no desire to make breakfast and wasn't particularly hungry anyway."""
text28081;"""So I needed to prepare for school."""
text28082;"""Partly because I'd see Himitsu there today! <w>I would, right...?"""
text28083;"""Not that I wasn't used to going to school without her."""
text28084;"""But it felt different from when I knew in advance that Himitsu wouldn't be there or when I didn't want to see her."""
text28085;"""Hundreds of irrelevant details that I would never notice otherwise jumped to my attention: the piles of rotting leaves here and there, the rubbish outside stores, the decayed water pipes, and the weird stench coming out of an alley."""
text28086;"""When Himitsu was around, I was usually occupied by a conversation with her. When I was alone, my own thoughts took over."""
text28087;"""But now I was overtaken by an oppressive anxiety — a condition where your perception is painfully sharp, all senses working at one hundred and ten percent."""
text28088;"""I walked into the classroom right before the bell, but that didn't stop Kyosuke from bombarding me with questions:"""
text28089;"""Well hello there! How was your weekend?"""
text28090;"""Worse than yours, I'm sure!"""
text28091;"""Wanna bet? I, for one, don't live across from Himitsu-chan!"""
text28092;"""Speaking of Himitsu… Has she dropped by?"""
text28093;"""I tried to sound as disinterested as I could just to avoid any extra questions from him."""
text28094;"""No, I haven't seen her today, why?"""
text28095;"""No, nothing."""
text28096;"""Didn't you see her over the weekend?"""
text28097;"""I did… I saw her yesterday."""
text28098;"""So why?"""
text28099;"""He wouldn't let up."""
text28100;"""You wanna know everything, don't you?"""
text28101;"""My pudgy friend clearly wanted to ask something else, but the bell saved me from further interrogation."""
text28102;"""…"""
text28103;"""Even in better times, I found it difficult to focus on lessons, and now I couldn't think about them at all."""
text28104;"""Catherine came to school but didn't give any indication that our relationship had changed, that we were <i>friends</i> now."""
text28105;"""No doubt those were all empty words, a non-aggression pact in the absence of a peace treaty."""
text28106;"""I wasn't inclined to diplomacy and pointless formalities by nature, so this whole thing of trying to play polite with Katya made me feel doubly disgusted."""
text28107;"""On the other hand, it was easier that way…"""
text28108;"""During the break, I unthinkingly headed for Himitsu's class."""
text28109;"""Nobody was surprised to see me, and I approached Saya straight away."""
